title,description,content,url,image,publishedat,sourcename,sourceurl,country
King's 'high stakes' visit with Trump will be toughest test yet of his reign,The state visit to the US looks fraught with difficulty - but could be key to rescuing the special relationship.,"""It's high risk, high stakes and high opportunity.""
That's how a royal source describes next week's state visit by King Charles III and Queen Camilla to the United States.
There is genuine jeopardy in this US trip. It's not just a grip-and-grin photo... [10958 chars]",https://www.bbc.co.uk/news/articles/ce35xkgjqd5o,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/018f/live/30b79860-3f2e-11f1-8bc8-b593f442a966.jpg,2026-04-24T23:36:58Z,BBC,https://www.bbc.co.uk,UK
Twins found holding each other after both die from intense electrocution,"The twins, 22, were fatally electrocuted after accidentally touching high-voltage cables using a metal pole and it is believed that one of the brothers died while trying to save his twin","The twins, 22, were fatally electrocuted after accidentally touching high-voltage cables using a metal pole and it is believed that one of the brothers died while trying to save his twin
Twin brothers have been found dead in each other's arms after b... [1658 chars]",https://www.mirror.co.uk/news/world-news/twins-both-die-from-electrocution-37068214,https://i2-prod.mirror.co.uk/article37068204.ece/ALTERNATES/s1200d/1_ahead-upcoming-hunting-season-failed-1075874190.jpg,2026-04-24T23:19:00Z,The Mirror,https://www.mirror.co.uk,UK
Shabana Mahmood does not rule out sending back refused Afghan asylum seekers,"Home secretary indicates Whitehall talks about returns programme, a move that would shock humanitarian groups","Shabana Mahmood has refused to rule out sending rejected Afghan asylum seekers back to the Taliban-controlled country.
The home secretary said she is “monitoring very closely” talks between Kabul and EU countries about a returns programme for refused... [4414 chars]",https://www.theguardian.com/uk-news/2026/apr/24/shabana-mahmood-refuses-to-rule-out-sending-back-failed-afghan-asylum-seekers,"https://i.guim.co.uk/img/media/10856d4e81d21748d2761ff9b2d1139701a50ed6/0_0_2919_2336/master/2919.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=905be248d9ec496f2e4de153580d72b3",2026-04-24T22:30:00Z,The Guardian,https://www.theguardian.com,UK
"US to allow firing squads, gas, and electrocution for federal executions","In a memo, the Department of Justice says the move will ""strengthen"" the death penalty and deter crime.","The US Department of Justice (DOJ) has directed federal prisons to expand the range of methods used for executions to include firing squads, gas asphyxiation and electrocution.
In a 48-page memo released on Friday, the department says this will ""stre... [2286 chars]",https://www.bbc.co.uk/news/articles/cg73l2d079ko,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/030f/live/295c8ef0-4027-11f1-9dbd-e1fa053a7cce.jpg,2026-04-24T22:15:15Z,BBC,https://www.bbc.co.uk,UK
"Murió Micaela Vogel, una exjugadora de la selección argentina de vóley","La Federación del Voleibol Argentino (FeVA) confirmó la noticia en redes sociales; la atleta, de 42 años, padecía una enfermedad - LA NACION","El vóley argentino enfrenta horas de pesar luego de que se conociera que Micaela Vogel, de 42 años y exjugadora de la selección nacional, falleció este viernes. La noticia generó un fuerte impacto dentro del ambiente deportivo, especialmente entre qu... [1494 chars]",https://www.lanacion.com.ar/deportes/voley/murio-micaela-vogel-una-exjugadora-de-la-seleccion-argentina-de-voley-nid24042026/,https://www.lanacion.com.ar/resizer/v2/micaela-5QB6M7OC6FA6LMOE6JQWKZGZRM.jpeg?auth=535e8853d5e3949442a03051681b6acbf88bb61c855ee28539e1689868713f8e&width=1200&height=800&quality=70&smart=true,2026-04-25T01:42:00Z,La Nación,https://www.lanacion.com.ar,Nepal
Sixers show plenty of fight but fall to 2-1 series deficit after tough Game 3 loss to Celtics,"In what was a thrilling game, the Sixers were outplayed down the stretch in a brutal Game 3 loss to the Celtics.","Rebounds, got to grab those, guys.
The Sixers fell short 108-100 to the Boston Celtics in Game 3 Friday night, falling down 2-1 in the series.
Tyrese Maxey, off an electric third quarter, led all scorers with 31 shooting 12-of-31 from the floor along... [5148 chars]",https://sports.yahoo.com/articles/sixers-show-plenty-fight-fall-014622439.html,https://s.yimg.com/ny/api/res/1.2/0HfX6hZuc2L3EUrYaU.Uhg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE7Y2Y9d2VicA--/https://media.zenfs.com/en/sb_nation_articles_115/16e05467b86ebd1915963d856631f177,2026-04-25T01:46:22Z,Yahoo Sports,https://sports.yahoo.com,Nepal
Mustahil tapi Nyata: Kupu-kupu Ini Terbang 4.200 Km melintasi Samudera Atlantik Tanpa Berhenti,Situs berita lingkungan,Gerard Talavera tidak mempercayai matanya saat menyisir pantai di Guyana Prancis pada Oktober 2013. Talavera adalah seorang ahli biologi evolusioner dari Institut Botani Barcelona dan penjelajah National Geographic yang terbiasa melihat fenomena alam... [3982 chars],https://mongabay.co.id/2026/04/25/mustahil-tapi-nyata-kupu-kupu-ini-terbang-4-200-km-melintasi-samudera-atlantik-tanpa-berhenti/,https://indomgb.s3.amazonaws.com/wp-content/uploads/2026/04/25013059/1-ss071e449837large.width-1320.jpg,2026-04-25T01:46:09Z,Mongabay.co.id,https://mongabay.co.id,Nepal
New biorepository approach advances research on sudden cardiac arrest,A cutting-edge University of Cincinnati College of Medicine study has shown how emergency medicine researchers can partner with community emergency medical services nationwide to investigate the causes of sudden cardiac arrest.,"A cutting-edge University of Cincinnati College of Medicine study has shown how emergency medicine researchers can partner with community emergency medical services nationwide to investigate the causes of sudden cardiac arrest.
The study, ""Cincinnati... [3977 chars]",https://www.news-medical.net/news/20260424/New-biorepository-approach-advances-research-on-sudden-cardiac-arrest.aspx,https://www.news-medical.net/image-handler/picture/2014/7/Cardiac_Arrest-620x480.jpg,2026-04-25T01:46:00Z,News-Medical,https://www.news-medical.net,Nepal
Ideen er å skille Russland fra omverdenen,"Russiske myndigheter strammer grepet om internett, men møter økende motstand fra befolkningen som sliter med å drive forretning og kommunisere.","Oppsummeringen er laget med kunstig intelligens og kvalitetssikret av VGs journalister.
Flere russere protesterer mot myndighetenes innskrenking av internett.
Putin hevder begrensningene er nødvendig for å forhindre terrorangrep.
Store nedstengninger... [6684 chars]",https://www.vg.no/nyheter/i/5p3EeW/putin-stenger-internettet-ideen-er-aa-skille-russland-fra-omverdenen,https://akamai.vgc.no/v2/images/d95aea29-1883-3660-95d7-1f2db0c2d4cc?format=auto&w=1080&s=a2f444e90acca2b7c62a81ca2a95ec68142b7174,2026-04-25T01:45:17Z,VG,https://www.vg.no,Nepal
“Espero que lo haga pedazos”: Adriana Barrientos lanzó “bomba” sobre Sergio Rojas y Antonella Ríos,La opinóloga expuso nuevos antecedentes sobre el conflicto que terminó con Antonella Ríos fuera de pantalla.,"Una reveladora información entregó Adriana Barrientos sobre el abrupto despido de Antonella Ríos en Zona Latina y su conflicto con Sergio Rojas, su “jefe” en el programa “Que Te Lo Digo” (QTLD).
Tras la polémica desvinculación del canal, y el fin de ... [1703 chars]",https://www.lacuarta.com/espectaculos/noticia/espero-que-lo-haga-pedazos-adriana-barrientos-lanzo-bomba-sobre-sergio-rojas-y-antonella-rios/,https://www.lacuarta.com/resizer/v2/SQH3MKTXHFC6NKUXGBV6ONTQEI.png?auth=cea781389b9ea8ca6cf775a096bb37bc2c5e91c070fbd4cc07e8b5b8c68f619a&height=630&width=1200&smart=true,2026-04-25T01:45:16Z,La Cuarta,https://www.lacuarta.com,Nepal
Ранени след нощни руски удари в Украйна,Засегнати са няколко области,"В нощта на 25 април руски войски са изстреляли крилати ракети от стратегически бомбардировачи Ту-95МС от района на Каспийско море към Украйна. Това съобщиха украинските военновъздушни сили, цитирани от УНИАН.
Актуализирано 5:11 ч. Четирима души са ра... [2900 chars]",https://news.bg/int-politics/raneni-sled-noshtni-ruski-udari-v-ukrayna.html,https://webnews.bg/uploads/images/36/4636/754636/768x432.jpg?_=1773116171,2026-04-25T01:44:42Z,News.bg,https://news.bg,Nepal
Anzac Day weekend road toll: Two dead in Rotorua SH36 crash,Two people are dead after an early morning crash near Rotorua. The pair died after two cars collided near the intersection of State Highway 36 and Leonard Rd...,"A Hato Hone St John spokeswoman said an ambulance and rapid response unit sent to help had treated one person in a minor condition.
The person was taken to Rotorua Hospital, the spokeswoman said.
Marsh thanked those who rushed to help.
“These inciden... [2825 chars]",https://www.nzherald.co.nz/nz/anzac-day-weekend-road-toll-two-dead-in-rotorua-sh36-crash/W5DFLCPTJ5BZXICKZDQZTGIM6Q/,https://www.nzherald.co.nz/resizer/v2/2HGU2BPXFFCRBJ6XLR7WARZ5BE.JPG?auth=3d03dd2024309e8a11f50d5aed5151e3afdb362860ca54ee843319a6912d17e1&width=1200&height=675&quality=70&focal=556%2C342&smart=false,2026-04-25T01:44:38Z,NZ Herald,https://www.nzherald.co.nz,Nepal
"अशोक खरातची पोलिसांसोबत चलाखी, 38 दिवसांपासून सुटेना कोडं, गंडवण्यासाठी वापरतोय 'गजनी' ट्रीक",नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आतापर्यंत त्याच्याविरोधात एकूण १९ गुन्हे दाखल झाले आहेत.,"Published by :
Last Updated:Apr 25, 2026 7:20 AM IST
नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आतापर्यंत त्याच्याविरोधात एकूण १९ गुन्हे दाखल झाले आहेत.
नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आत... [1768 chars]",https://news18marathi.com/maharashtra/nashik/bhondu-baba-ashok-kharat-pretends-memory-loss-police-custody-extended-till-26-april-nashik-news-ws-l-1675323.html,https://images.news18.com/news18marathi/uploads/2026/04/mumbai-news-jia-jecab-1-2026-04-d8c541cc20a2c1f8ce3c8f650f8717b1-1200x675.jpg,2026-04-25T01:44:00Z,News18 Marathi,https://news18marathi.com,Nepal
சாத்தான்குளம் கொலை வழக்கில் 9 பேர் தூக்கு தண்டனையை உறுதிப்படுத்த வழக்கு,சாத்தான்குளம் வழக்​கில் விசா​ரணை நீதி​மன்​றம் விதித்த தூக்​குத் தண்​டனையை உறு​திப்​படுத்த சிபிஐ தரப்​பில் மனு தாக்​கல் செய்​யப்​பட்​டுள்​ளது எனத் தெரி​வித்​தனர்.,"மதுரை: ​சாத்​தான்​குளம் தந்​தை, மகன் கொலை​யில் காவல் ஆய்​வாளர் ஸ்ரீதர் உட்பட 9 பேருக்​கும் விசா​ரணை நீதி​மன்​றம் விதித்த தூக்​குத் தண்​டனையை உறு​திப்​படுத்​தக் கோரிய வழக்​கில், அனை​வரும் பதிலளிக்க உத்​தர​விடப்​பட்​டுள்​ளது.
சாத்​தான்​குளத்​தில் செல்​... [761 chars]",https://www.hindutamil.in/news/tamilnadu/case-to-confirm-the-death-sentences-of-9-individuals-in-sathankulam-murder-case,https://media.assettype.com/hindutamil-prod%2F2026-03-11%2F1xd33i1m%2FMadurai-High-Court?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,2026-04-25T01:42:59Z,Hindu Tamil Thisai,https://www.hindutamil.in,Nepal
Katso video: Poikkeuksellinen myräkkä iskee Suomeen - Ilmatieteen laitos varoittaa mittavista tuhoista,Suomea kurittava matalapaine voi aiheuttaa merkittäviä vahinkoja.,"Ilmatieteen laitos julkaisi videon, jolla näkyy ennuste viikonlopun matalapaineen liikkeistä.
Kevätmyrskystä on varoiteltu etukäteen, sillä se tuo mukaan esimerkiksi sakeaa lumisadetta ja kovia tuulia.
Video on julkaistu viestipalvelu X:ssä. Jos et n... [1004 chars]",https://www.iltalehti.fi/saauutiset/a/b5963241-694e-4204-bf9a-bba167e9f570,"https://img.ilcdn.fi/5ipLf-J6LYyp0eGf8jlJCgIQmqk=/1200x630/top/filters:watermark(assets.ilcdn.fi/ilsome_v2.jpg,25,0,0)/img-s3.ilcdn.fi/d9ad1d3f53b950261ee6d68aeb7a275c4d6aa3c096b27eff2efc51994fa44736.jpg",2026-04-25T01:42:46Z,Iltalehti,https://www.iltalehti.fi,Nepal
"अशोक खरातची पोलिसांसोबत चलाखी, 38 दिवसांपासून सुटेना कोडं, गंडवण्यासाठी वापरतोय 'गजनी' ट्रीक",नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आतापर्यंत त्याच्याविरोधात एकूण १९ गुन्हे दाखल झाले आहेत.,"Published by :
Last Updated:Apr 25, 2026 7:20 AM IST
नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आतापर्यंत त्याच्याविरोधात एकूण १९ गुन्हे दाखल झाले आहेत.
नाशिकचा भोंदूबाबा अशोक खरातच्या अडचणी दिवसेंदिवस वाढतच चालल्या आहेत. आत... [1768 chars]",https://news18marathi.com/maharashtra/nashik/bhondu-baba-ashok-kharat-pretends-memory-loss-police-custody-extended-till-26-april-nashik-news-ws-l-1675323.html,https://images.news18.com/news18marathi/uploads/2026/04/mumbai-news-jia-jecab-1-2026-04-d8c541cc20a2c1f8ce3c8f650f8717b1-1200x675.jpg,2026-04-25T01:44:00Z,News18 Marathi,https://news18marathi.com,India
சாத்தான்குளம் கொலை வழக்கில் 9 பேர் தூக்கு தண்டனையை உறுதிப்படுத்த வழக்கு,சாத்தான்குளம் வழக்​கில் விசா​ரணை நீதி​மன்​றம் விதித்த தூக்​குத் தண்​டனையை உறு​திப்​படுத்த சிபிஐ தரப்​பில் மனு தாக்​கல் செய்​யப்​பட்​டுள்​ளது எனத் தெரி​வித்​தனர்.,"மதுரை: ​சாத்​தான்​குளம் தந்​தை, மகன் கொலை​யில் காவல் ஆய்​வாளர் ஸ்ரீதர் உட்பட 9 பேருக்​கும் விசா​ரணை நீதி​மன்​றம் விதித்த தூக்​குத் தண்​டனையை உறு​திப்​படுத்​தக் கோரிய வழக்​கில், அனை​வரும் பதிலளிக்க உத்​தர​விடப்​பட்​டுள்​ளது.
சாத்​தான்​குளத்​தில் செல்​... [761 chars]",https://www.hindutamil.in/news/tamilnadu/case-to-confirm-the-death-sentences-of-9-individuals-in-sathankulam-murder-case,https://media.assettype.com/hindutamil-prod%2F2026-03-11%2F1xd33i1m%2FMadurai-High-Court?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,2026-04-25T01:42:59Z,Hindu Tamil Thisai,https://www.hindutamil.in,India
Popular venue Bar Bambi firebombed twice in a week,"CBD venue Bar Bambi is the target of a second arson, and police are still unable to establish a motive for almost 20 attacks across the city since early February.","April 25, 2026 — 11:39am
You have reached your maximum number of saved items.
Remove items from your saved list to add more.
Save this article for later
Add articles to your saved list and come back to them anytime.
Three men have been arrested over ... [3805 chars]",https://www.theage.com.au/national/victoria/it-s-become-a-war-zone-popular-melbourne-bar-firebombed-twice-in-a-week-20260425-p5zr01.html,https://static.ffx.io/images/$zoom_0.3026%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_110/t_crop_custom/q_86%2Cf_auto/7c45bb9601188a0486108d3e4ce606e6f32664e0,2026-04-25T01:39:47Z,The Age,https://www.theage.com.au,Australia
"Anzac Day 2026: Thousands turn out for Kings Park dawn service, RSLWA & Roger Cook condemn crowd boos",The solemn tone of the Kings Park dawn service was fractured on Saturday morning when a small number of people in the crowd booed Indigenous veteran Di Ryder.,"The solemn tone of the Kings Park dawn service was fractured on Saturday morning when a small number of people in the crowd booed Indigenous veteran Di Ryder who was giving an acknowledgement of country address.
The response from the RSLWA was immedi... [5819 chars]",https://thewest.com.au/news/anzac/anzac-day-2026-thousands-turn-out-for-kings-park-dawn-service-rslwa-chief-executive-condemns-crowd-boos-c-22187287,https://images.thewest.com.au/publication/C-22187287/595db3c8c00059fa69670fc2b430dfed75b83e18-16x9-x0y1w1640h923.jpg?imwidth=1200,2026-04-25T01:24:00Z,The West Australian,https://thewest.com.au,Australia
"Knights bombshell as Ponga shuns rival clubs, codes to ink mega extension","Knights bombshell as Ponga shuns rival clubs, codes to ink mega extension","The Knights have received a massive boost with skipper Kalyn Ponga shunning rival clubs and codes to ink a five-year contract extension with the club.
Ponga has agreed to terms five year extension which includes an option in the club’s favour for the... [3909 chars]",https://www.foxsports.com.au/nrl/nrl-premiership/nrl-2026-kalyn-ponga-signs-extension-with-newcastle-knights-shuns-roosters-rugby-union-all-blacks-contract-round-8/news-story/604f4473b6ceb240f78502e38d9d6840,https://content.api.news/v3/images/bin/2b02305cf84da12329d566687f95f39a,2026-04-25T01:17:02Z,Fox Sports,https://www.foxsports.com.au,Australia
Keep Your Files Private With This No-Scan 1TB Cloud Storage,"Through April 30 at 11:59PM PT, you can get a lifetime 1TB subscription to Koofr Cloud Storage for A$223 using code KOOFR at checkout (though prices may change at any time).","The options for cloud storage are numerous, but a lot of them have a few disqualifying caveats. Some require monthly payments while others scan your uploaded files and track your activity. Some are just too small.
Koofr Cloud Storage has a 1TB Lifeti... [1639 chars]",https://au.lifehacker.com/tech/118245/keep-your-files-private-with-this-no-scan-1tb-cloud-storage,https://sm.lifehacker.com/t/lifehacker_au/photo/default/koofr_t58x.1200.png,2026-04-25T01:01:54Z,Lifehacker,https://au.lifehacker.com,Australia
Final teams in as Hawks meet Suns to kick off HUGE Anzac Day. Follow LIVE,Follow all the action from Saturday's round seven games,"HAWTHORN and Gold Coast open a huge four-game Anzac Day at UTAS Stadium in Launceston.
The Hawks (5-1) have put a sluggish start to the season behind them to win five matches in a row for just the second time since 2018 after holding off Port Adelaid... [4737 chars]",https://www.afl.com.au/news/1502726/follow-it-live-hawks-v-suns-bombers-v-magpies-power-v-cats-dockers-v-blues-afl-round-seven-2026,https://resources.afl.com.au/afl/photo/2026/04/25/b5e69f7a-3089-4723-ad4c-22c787a8b2fd/YNF3TtwK.jpg,2026-04-25T00:30:00Z,afl.com.au,https://www.afl.com.au,Australia
"Trump administration to add firing squad, electrocution, gas asphyxiation to federal execution methods","The US is one of very few Western nations still using the death penalty, although public support for capital punishment has declined among Americans.","US President Donald Trump's administration has announced it plans to add firing squads, electrocution and gas asphyxiation as alternative methods of executing people convicted of the gravest federal crimes, noting difficulties in obtaining drugs for ... [5449 chars]",https://www.abc.net.au/news/2026-04-25/white-house-seeks-firing-squad-executions-for-federal-prisoners/106605742,https://live-production.wcms.abc-cdn.net.au/77e6232c9d1b85fe8aa7ae16f8a3b00e?impolicy=wcms_watermark_news&cropH=2357&cropW=4191&xPos=0&yPos=130&width=862&height=485&imformat=generic,2026-04-25T00:07:32Z,Australian Broadcasting Corporation,https://www.abc.net.au,Australia
"Today’s bloated NDIS would never have been greenlit, its former head says. How did we get here?",The Albanese government this week launched the most significant intervention in the disability support scheme’s history,"The national disability insurance scheme was a Labor vision brought to life with the Coalition’s blessing, an act of political bi-partisanship that would change the lives of millions of Australians and their families.
But David Bowen, the first chief... [8329 chars]",https://www.theguardian.com/australia-news/2026/apr/25/todays-bloated-ndis-would-never-have-been-greenlit-its-former-head-says-how-did-we-get-here,"https://i.guim.co.uk/img/media/5c2160386dfea084b23d5a38234593c42c1fc769/223_0_2109_1688/master/2109.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=9e2ddbacdf1ea4903b5d0ea6e6148a14",2026-04-25T00:01:43Z,The Guardian,https://www.theguardian.com,Australia
Arsonists are targeting Melbourne restaurants and hospitality venues. No one seems to know why,"Unlike firebombings during the city’s tobacco wars, police say the motives for targeting at least eight businesses since 14 April remain unclear","The orders come from people they have never met: firebomb this particular address, and you’ll get paid a few hundred dollars.
There have been almost 300 tobacconists hit in Victoria since late 2023, but there are now different types of businesses tha... [4024 chars]",https://www.theguardian.com/australia-news/2026/apr/25/arsonists-melbourne-restaurants-hospitality-venues-ntwnfb,"https://i.guim.co.uk/img/media/55359a094766624ff72ba56c533e282a19ff17d7/0_0_4183_3347/master/4183.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&precrop=40:21,offset-x50,offset-y0&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=afc56024099ac7fc14a06ce4df728bb3",2026-04-25T00:01:00Z,The Guardian,https://www.theguardian.com,Australia
Wild scenes as thousands of Aussies take over pubs on Anzac Day: 'Out of control',"Lines stretched around the block at pubs all over the city, with revellers eager for a game of two-up.","Wild scenes have emerged showing thousands of Aussies lining up in ""absurdly"" long queues outside pubs in Sydney on Anzac Day, eager for a game of two-up and to raise a glass to those who served.
Just after 8.30am, a massive line of patrons snaked ar... [3077 chars]",https://au.news.yahoo.com/wild-scenes-as-thousands-of-aussies-take-over-pubs-on-anzac-day-out-of-control-235935708.html,https://s.yimg.com/ny/api/res/1.2/L9RWek0NQkyQd3JsLGF.3A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://s.yimg.com/os/creatr-uploaded-images/2026-04/51eb4c70-4037-11f1-a76f-fc554f75fde1,2026-04-24T23:59:37Z,Yahoo News Australia,https://au.news.yahoo.com,Australia
